Context,Text response,,,,,,,
Apa jajanan utawa jajanan tradisional asring ditemokake ing kutha Jakarta?,"Kerak endhog minangka jajanan tradisional jakarta sing misuwur. Piring iki digawe saka endhog, klapa parut, kethlit glutin, lan rempah-rempah, sing digawe ing panel siji lan disuguhake karo pickles lan serundeng.",,,,,,,
Apa restoran utawa warung sing disaranake nalika lelungan menyang kutha Jakarta?,"Warung MJS ing Menteng misuwur amarga nasi Uduk sing ahké lan swasana sing nyaman. Kangge, Soto Betawi Haji Matat ing Cikini dikenal minangka Soto Betawanya sing enak lan khas.",,,,,,,
Apa peran bumbu lan rempah-rempah ing masakan Medan?,"Rempah-rempah lan rempah-rempah duwe peran utama ing masakan Medan. Sauce kari ing mi Aceh, umpamane, ana rempah-rempah kayata kunir, jahe, lan lada, menehi rasa sing khas.",,,,,,,
Apa restoran utawa warung sing disaranake nalika lelungan menyang kutha Medan?,"Restoran Long Long ing Medan misuwur amarga sajian sing nglindhungi, kalebu nasi goreng, satay, lan kari. Pilihan sing tepat nalika sampeyan pengin nyoba kuliner ing kutha Medan",,,,,,,
Apa restoran utawa warung sing disaranake nalika lelungan menyang Malaysia?,"Jalan Alor ing Kuala Lumpur minangka tujuan kuliner sing populer, utamane amarga ngrasakake piring panganan sing kayata Satay, Nasi Lemak, lan Rojak. Pilihan sing tepat nalika sampeyan pengin seneng kuliner ing Malaysia",,,,,,,
Apa varian rasa Bika Ambon?,"Bika Ambon nduweni akeh varian rasa, mulai saka pandan, durian, keju lan coklat.",,,,,,,
Piye rasane otak-otak?,Otak-otak nduweni rasa gurih lan cocok disajikake karo sambel kacang.,,,,,,,
Apa panganan khas daerah Banten?,Saka Banten ana panganan tradhisional yaiku satai bandeng.,,,,,,,
Apa panganan Serabi duwe varian liyane kajaba varian biasa?,"Saliyané sing biasa, serabi uga duwé sawetara varian rasa, kayata oncom, kacang, endhog, lan liya-liyané.",,,,,,,
Apa iringan sing cocok kanggo mangan Rujak Cingur?,"Pelengkape yaiku lontong, tahu, tempe, bendoyo, cingur, uga sayuran kayata kangkung lan kacang panjang.",,,,,,,
Apa itu kepiting cangkang lunak?,"Kepiting Soka minangka panganan khas saka Provinsi Kalimantan Utara, yaiku kepiting sing dilapisi karo macem-macem rempah-rempah.",,,,,,,
Iwak apa sing cocok kanggo olahan iwak kembang gedhang?,Iwak sing digunakake yaiku kakap,,,,,,,
Carane panganan Binte biluhuta disuguhake?,Binte biluhuta minangka sajian panganan jagung lan disuguhake karo saus.,,,,,,,
Napa Iwak Gohu dianjurake banget kanggo dikonsumsi?,"Ora mung enak, Iwak Gohu uga sehat amarga ngandhut gizi sing dhuwur.",,,,,,,
Apa gunane ngonsumsi Papeda?,Papeda sugih serat lan kurang kolesterol saengga dadi panganan sing sehat,,,,,,,
Apa restoran Indonesia mbutuhake sorotan liyane?,"ya, amarga ing Indonesia akeh restoran.",,,,,,,
kok restoran indonesia kudu disorot?,"Ya, amarga menu kasebut macem-macem.",,,,,,,
Apa salah sawijining menu restoran Indonesia?,Salah sijine sing disuguhake yaiku menu tempe.,,,,,,,
kenging punapa salah satunggaling menu ingkang dipunsajiaken ing restoran inggih menika tempe?,"Ya, amarga saka menu. Yen sampeyan pengin milih liyane, mangga tindakake.",,,,,,,
sampeyan bisa milih menu liyane ing restoran Indonesia?,Ya gumantung. Gumantung ing pemilik restoran.,,,,,,,
Apa panyedhiya restoran gelem nggawe menu sing beda?,"Delengen menune dhisik, aja gawe aneh-aneh.",,,,,,,
"Yen menu beda, apa ora?",Delengen wonge dhisik. Diijini utawa ora.,,,,,,,
"Yen sampeyan wis mangan tempe, apa sing sampeyan tindakake?",Mungkin nambah menu panganan liyane?,,,,,,,
Pira panganan buatan Indonesia saiki?,"Aku ora ngerti, cak. Amarga panganan Indonesia mesthi ora bakal ana wektune.",,,,,,,
"Yen dietung cacahe panganan gawean Indonesia, kira-kira pira?","Yen sampeyan ngitung, aku ora ngerti. Amarga sampeyan takon babagan jumlah sing digawe.",,,,,,,
"Yen panganan tradisional Indonesia disebarake menyang pasar global, apa bisa?","Ya, mung duwe niat lan tindakake tata cara carane pasar global.",,,,,,,
Apa panganan tradisional Indonesia padha karo ombenan tradisional Indonesia?,Etimologi beda. Amarga panganan ora padha karo ngombe. Sing mesthi padha yaiku tradisional Indonesia.,,,,,,,
Apa YouTuber wis tau mangan utawa ngombe kuliner Indonesia?,"Sakdurunge takon, aku takon maneh, apa sing bersangkutan wis tau mangan kuliner Indonesia?",,,,,,,
"Minangka YouTuber sing wis ngonsumsi kuliner Indonesia, rekomendasi menu apa sing bisa diwenehake?",Mungkin rekomendasine coba mangan rendang.,,,,,,,
"Minangka YouTuber sing durung nate ngonsumsi kuliner Indonesia, rekomendasi menu apa sing bisa sampeyan layani?","Mungkin rekomendasi, panganan Padang?",,,,,,,
"Aku dudu YouTuber, nanging sampeyan bisa menehi saran kanggo menu kuliner Indonesia sing wis dikonsumsi YouTuber?","Sing wis ngonsumsi, salah sijine YouTuber Food Network sing nyoba jajanan tempe.",,,,,,,
"Aku dudu YouTuber, ana sing tau mangan tempe?","Umumé, aku ora ngerti, amarga saben wong beda-beda. Nanging, sing dimaksud YouTuber uga beda.",,,,,,,
Apa YouTuber padha karo manungsa?,"Aku ora ngerti, amarga uga ana YouTuber sing duwe kewan kaya kucing.",,,,,,,
Apa menu beda kanggo non-youtuber?,"Aku ora ngerti, amarga menu gumantung sing nggawe mengko.",,,,,,,
Ing sawijining dina aku bakal dadi koki. Menu kuliner Indonesia endi sing bisa dadi referensiku masak?,Bisa uga referensi sing cocok kanggo menu kuliner Indonesia sing arep dimasak yaiku tempe.,,,,,,,
"Yen sampeyan dadi koki sing apik, apa sampeyan bakal masak tempe?",Iku gumantung ing gawe. Arep masak tempe opo ora?,,,,,,,
Apa aku bisa meksa koki nggawe masakan Indonesia?,"Oh, sampeyan ora bisa nglakoni. Amarga iku ora apik.",,,,,,,
"Yen YouTuber iku koki, apa ora apa-apa yen diajak masak tempe?","Aku ora ngerti, iku gumantung ing gawe.",,,,,,,
"Aku luwe, apa sampeyan bisa nggawe panganan tempe?","Aku ora bisa, kanca, aku mung bot menehi jawaban.",,,,,,,
"Aku uga ngelak, sampeyan bisa menehi rekomendasi ngombe?","Yen rekomendasi, bisa uga Aqua?",,,,,,,
Apa Mie Indomie Kuliner Indonesia?,"Dene mie Indomie, dudu kuliner, kanca-kanca. Masalahe dudu kuliner tradisional Indonesia.",,,,,,,
"Yen Mie Indomie wis dadi panganan tradhisional Indonesia, apa uga dianggep Kuliner Indonesia?","Mbok menawa bisa, amarga iku panganan tradhisional sing wis mendarat ing urip Indonesia.",,,,,,,
Apa tembung Mie padha karo tembung Mi?,"Ing Indonesia, tembung kasebut padha. Pangembangan sing ndadekake iki beda.",,,,,,,
Masakan Indonesia bisa dicampur?,Bisa uga. Iku gumantung ing skills lan kepinginan saka Produsèn.,,,,,,,
Apa campuran ing ruang lingkup kawruh Kuliner?,"Nalika aku ngerti, campuran nggabungake rasa dadi siji. Ing kasus iki bisa dadi pangan utawa ngombe.",,,,,,,
"Yen sampeyan nyampurake nikmat kuliner, apa bakal ngasilake rasa sing enak?",Iku gumantung. Apa campuran rampung kanthi apik utawa ora?,,,,,,,
Kuliner Indonesia bisa dicampur?,Bisa uga. Luwih-luwih yen dadi global. Hehehe.,,,,,,,
"Ing restoran, apa campuran kuliner rampung?","Aku ora ngerti, cak. Bab iku, mesthine iku ruang lingkup bisnis.",,,,,,,
Apa bisnis bisa nyedhiyakake Kuliner Indonesia?,"Ya, sampeyan bisa, amarga kuliner kalebu ing ruang lingkup bisnis.",,,,,,,
iku padha karo sampeyan bro?,"Padha, amarga asal saka tembung boss. Yen sing sampeyan takon mung singkatan.",,,,,,,
apa singkatan saka sista?,Akronim sing ditakoni yaiku mbak.,,,,,,,
Maksude opo bro?,"Agan minangka slang, utawa akronim saka juragan sing tegese kaya indikator lanang.",,,,,,,
Apa sing dimaksud sista?,"Sista iku uga sista. Saka akronim dhewe, iku mbak. Ing pangertene dhewe, nuduhake yen sing dikarepke yaiku wanita.",,,,,,,
Apa tegese akronim?,Akronim inggih menika tembung ingkang tegesipun tembung ingkang dipunmaksud dening akronim menika tembung ingkang panjang.,,,,,,,
Apa tembung asline bisa dicekak?,"Ya, lan ana uga indikator tembung kasebut. Yaiku akronim.",,,,,,,
Tembung apa padha karo tembung apa?,"Semono uga, bedane mung akronim dhewe lan panggunaane. Tembung Is luwih sopan lan elegan tinimbang tembung Apa.",,,,,,,
Apa masakan tempe bisa digawe luwih elegan?,"Ya, ya, gumantung saka pabrikan.",,,,,,,
"Yen kuliner Indonesia digawe luwih elegan lan mewah, apa akeh sing kasengsem?",Terserah bro. Masalahe bisa uga yen larang banget mula ora ana sing kasengsem.,,,,,,,
Mie Indomie bisa digabung karo tempe?,"Ya, sampeyan bisa, apa asil bakal gumantung ing bisnis sampeyan.",,,,,,,
Apa tembung Kombinasi padha karo tembung Campur?,padha. Sing beda yaiku asale saka tembung kasebut dhewe.,,,,,,,
Apa varian masakan Mie Indomie sing biasane dikenal wong Indonesia?,Salah sijine varian masak Mie Indomie yaiku mie goreng.,,,,,,,
Bisa menehi conto liyane varian masak Mie Indomie?,Varian liyane saka masakan Indomie Mie yaiku Mie Kuah.,,,,,,,
Apa panganan tempe padha karo panganan tahu?,"Bahan-bahane padha saka asale. Tempe asale saka ragi kedhele. Sauntara iku, tahu asale saka kacang kedele sing difermentasi.",,,,,,,
Kok ngerti kuliner indonesia? Apa sampeyan ora chatbot?,"Aku mung ngerti saka input sing diwenehake dening pangripta. Kanggo sing njaba, aku ora yakin apa aku ngerti utawa ora.",,,,,,,
Apa sampeyan chatbot?,"Aku chatbot. Sing penting, aku mung mesin sing digawe kanggo nggawe pesen.",,,,,,,
Kepiye carane sampeyan bisa ngerti basa kita?,"Aku bisa ngerti basa sampeyan amarga aku dirancang kanggo ngerti sampeyan. Nanging, aku ora bisa ngandhani kepiye carane nindakake amarga ora ana ing ruang lingkupku.",,,,,,,
"Aku luwe, apa chatbot bisa menehi rekomendasi kanggo panganan enak ing pulo Jawa?",Salah sawijine rekomendasi panganan enak ing pulo Jawa yaiku tempe.,,,,,,,
Tuladha bahan tambahan ing rendang?,"Salah sawijining conto bahan tambahan sing bisa ditambahake ing rendang yaiku lengkuas, kunir, wiji ketumbar, wiji adas, wiji jinten lan mrica ireng.",,,,,,,
Cara apa wong ing Sumatera Barat masak Rendang?,"Ing Sumatra Kulon, rendang biasane dimasak ing wajan gedhe lan ing geni. Biasane udakara 4 nganti 6 jam wis siyap, Kajaba iku, ubi jalar utawa ubi cilik asring ditambahake ing rendang. Saben dhaerah uga nduweni cara gawe rendang kang beda-beda, contone rendang ing Solok biasane luwih garing tinimbang ing papan liya, dene ing Bukittinggi rasane luwih kaya kalio sing wis mateng.",,,,,,,
Apa sampeyan bisa nuduhake rasane mangan Rendang?,"Panganan enak tenan, huh!",,,,,,,
Kritik kados pundi ingkang sampun dipunandharaken dhateng dhaharan Rendang?,Salah sawijine kritik sing diandharake yaiku ngenani kurange sambal. Biasane ana sing masak Rendang tanpa nganggo sambel. Amargi sambel cabe menika dados pemanis tambahan.,,,,,,,
Punapa wonten tuladha kritik sanesipun ingkang sampun dipunandharaken babagan dhaharan Rendang?,Conto liyane sing uga dikritik yaiku masak Rendang dadi Rendang Krispi,,,,,,,
Apa Rendang bakal padha saben digawe?,"Bisa uga padha karo bahan utama yaiku daging. Nanging, bisa uga beda amarga proses utawa bahan.",,,,,,,
"Contone, saka wong Indonesia, kepiye carane nggawe Rendang?","Wong kuwi bisa uga wis nyoba masak Rendang 5-6 kali. Kanthi masak ing porsi 2 kg ing wajan sing gedhe banget. Salajengipun kita tuang campuran rempah-rempah - cengkeh, lengkuas, godhong kunir, lan luwih akeh lombok lan santen. Santan uga, sampeyan kudu masak ing lenga kanthi kapisah saka santen.",,,,,,,
Apa masak Rendang pancen rumit?,"Bisa uga ya, amarga ana komentar yen dheweke ora tau masak sanajan dheweke asring mangan. Amarga sajian iki rumit, akeh rempah-rempah.",,,,,,,
"Yen sampeyan ana ing Sumatera Barat mangan Rendang ing kana, apa rasane luwih khas lan enak?","Nuwun sewu, menawi subyektif sanget senajan Rendang menika ugi asalipun saking daerah menika.",,,,,,,
Apa panganan Rendang bisa tahan suwe lan ora kadaluwarsa?,"Rendang bisa awet nganti pirang-pirang wulan, luwih becik dipangan turahan wingi, luwih enak.",,,,,,,
Apa bener yen mangan Rendang dadi luwih enak sawise dimasak sawetara dina?,"Ana sing ngomong ya, ngelingi Rendang bisa nganti pirang-pirang wulan.",,,,,,,
"Apa panganan khas Kalimantan Barat sing terkenal karo sambel gurih, daging sapi, kentang lan santen?","Panganan khas Kalimantan Barat, Soto Betawi, ya iku sajian sup gurih sing digawé saka daging sapi, kentang lan santen sing sugih.",,,,,,,
Apa ciri khas rendang sapi ala Kalimantan Selatan?,Rendang daging sapi ala Kalimantan Selatan ya iku panganan kang misuwur kanthi kombinasi rasa pedhes lan gurih.,,,,,,,
Kepiye cara nyiyapake bebek goreng lan apa sing nggawe khas ing Kalimantan Timur?,"Bebek Goreng ya iku panganan kang misuwur ing Kalimantan Wétan, kang digoreng nganti kulité garing lan diwènèhi bumbu khusus.",,,,,,,
Punapa ingkang ndadosaken dhaharan tradisional suku Dayak ing Kalimantan menika unik?,Dayak uluk tambat ya iku panganan tradhisional saka suku Dayak ing Kalimantan sing digawé saka iwak kali lan rempah-rempah khusus.,,,,,,,
"Apa bahan utama masakan papeda, panganan pokok suku Papua ing Kalimantan?","Sesaji papeda minangka panganan pokok suku Papua ing Kalimantan, digawe saka sagu lan disajikake karo saos iwak utawa daging.",,,,,,,
"Piye carane masak piring klapa, jajanan manis khas Kalimantan?","Piring klapa minangka jajanan manis khas Kalimantan sing digawe saka parutan klapa lan gula, banjur dipanggang nganti garing.",,,,,,,
Apa bedane sega kuning Banjarmasin karo sega kuning liyane?,Sega kuning Banjarmasin ya iku sega kuning khas Kalimantan Selatan kang disuguhake karo manéka warna lawuh kayata pitik goreng lan endhog.,,,,,,,
Apa panganan laut sing enak sing bisa ditemokake ing Kalimantan Utara?,"Akeh panganan laut sing enak ing Kalimantan Lor, kayata kepiting saus Padang lan udang saus mentega.",,,,,,,
"Apa sing mbedakake martabak manis, utamane martabak ""terang Bulan"" karo jajanan liyane ing Kalimantan?","Martabak manis, mligine martabak ""terang Bulan,"" minangka jajanan sing populer ing Kalimantan, sing digawe saka adonan kental kanthi macem-macem isian manis.",,,,,,,
Dessert apa sing asring disedhiyakake ing Kalimantan kanthi bahan dasar daging sapi?,"Saliyané iku, sup konro lan bakso beranak, masakan asem daging sapi, uga kerep disuguhaké ing Kalimantan minangka panganan kang éca.",,,,,,,
Apa sing ndadekake kari lele dadi sajian sing apik ing Riau?,"Kari iwak patin minangka masakan khas Riau, ing ngendi lele dimasak nganggo saus kari khas Melayu sing sugih rempah-rempah.",,,,,,,
Apa ciri rasa rendang daging sapi ing Riau?,"Rendang daging sapi uga misuwur ing Riau, kanthi rasa pedhes lan gurih sing nggumunake ilat.",,,,,,,
Apa sing ndadekake mie laksa dadi panganan sing enak ing Riau?,Mie laksa yaiku masakan mie sing enak sing asring disuguhake karo santen lan bumbu khas Riau.,,,,,,,
"Apa komponen utama ing sajian nasi lemak, sarapan favorit ing Riau?","Nasi lemak minangka sarapan favorit ing Riau, kalebu sega sing dimasak karo santen, teri, endhog lan sambel cabe.",,,,,,,
"Apa peran tempoyak ing masakan Riau, lan carane nyiyapake tempoyak?","Tempoyak, panganan durian fermentasi khas Riau, asring digunakake minangka saus cabe kanggo ngganti tempel cabe.",,,,,,,
"Carane masak kari godhong singkong, panganan sing digawe saka godhong singkong?",Kari godhong singkong yaiku panganan sing digawe saka godhong singkong sing dimasak nganggo saus kari sing enak.,,,,,,,
Apa sing mbedakake roti jala karo jajanan manis liyane ing Riau?,Roti jala minangka jajanan manis sing padha karo jaring laba-laba lan biasane disuguhake karo kuah kari.,,,,,,,
Kepiye cara nyiyapake rendang paru-paru lan apa sing unik?,"Rendang paru yaiku panganan rendang kang unik, nggunakake paru-paru daging sapi sing dimasak nganti empuk ing saos rendang gurih.",,,,,,,
Apa sing ndadekake iwak teri mligine iwak teri dadi jajanan populer ing Riau?,"Ikan teri mligine iwak teri minangka jajanan sing populer ing Riau, iwak teri digoreng lan disuguhake karo kacang.",,,,,,,
"Apa ciri-cirine kue lapis tradisional Riau, kalebu kue lapis legit lan kue lapis singkong?","Kue Lapis, Kue Lapis Legit, lan Kue Lapis Singkong mujudake jajanan tradisional Riau sing enak, digawe saka macem-macem lapisan, kalebu klapa lan gula.",,,,,,,
"Apa sing ndadekake Mie Aceh dadi panganan sing populer ing Medan, lan kepiye carane nyiyapake?","Mie Aceh, panganan sing populer ing Medan, yaiku mie pedhes sing disuguhake karo daging sapi, panganan laut, utawa pitik ing saus kari sing sugih.",,,,,,,
"Apa komposisi lan rasa masakan bihun bebek Asie, panganan khas Medan?","Bihun Bebek Asie, jajanan khas Medan, isine bihun sing disuguhake karo daging bebek, jamur lan sambel gurih.",,,,,,,
"Apa sing mbedakake sega goreng Medan karo sega goreng liyane, lan kepriye disuguhake?",Nasi goreng Medan ya iku sega goreng sing diwarnai karo sambel cabe lan disuguhake karo endhog sisihan.,,,,,,,
"Apa ciri khas Sate Padang sing ana ing Medan, lan saos apa sing biasane disajikake karo sate iki?","Sate Padang, sajian daging sapi sing dibakar lan disajikake karo sambel kacang khas Padang, uga gampang ditemokake ing Medan.",,,,,,,
Kepiye carane Ayam penyet Medan disajikake lan apa sing dadi spesial?,Ayam penyet Medan ya iku panganan khas Medan sing digoreng karo sambal penyet sing pedhes.,,,,,,,
"Apa Mpek-mpek iku panganan asli Medan, lan carane nggawe?","Mpek-mpek, panganan iwak bakar kanthi kuah cuko sing khas, mujudake jajanan enak sing asale saka Palembang lan uga populer ing Medan.",,,,,,,
"Apa bedane Medan Teh Tarik karo omben-omben tèh susu liyane, lan apa sing ndadèkaké tèh iki misuwur ing kutha?","Medan Teh Tarik, wedang teh susu sing diaduk-aduk nganti buih, mujudake wedang khas sing kerep di nikmati minangka iringan dhaharan.",,,,,,,
"Apa bahan utama ing lontong sayuran, lan kepiye cara nyiyapake?",Lontong sayur lontong ya iku jajanan sarapan tradhisional ing Medan sing awujud lontong (ketan) sing disuguhi karo saos sayur sing sugih rempah-rempah.,,,,,,,
Apa sing ndadekake kue lapis Legit Medan misuwur lan apa bedane karo kue lapis liyane?,"Kue lapis Medan sing legit, kanthi tekstur lan rasa manis sing misuwur, minangka oleh-oleh populer saka kutha iki.",,,,,,,
Kepriye es kacang abang ing Medan disiapake lan apa komponen utama?,"Es Kacang Merah, panganan cuci mulut digawe saka es batu, kacang abang manis lan macem-macem saos manis seger, iku cara sampurna kanggo mungkasi dhaharan ing Medan.",,,,,,,
"Apa sing ndadekake Coto Makassar dadi sajian sing apik ing Makassar, lan apa sing dadi bahan utama masakan iki?","Coto Makassar minangka sajian khas kutha, digawe saka jeroan daging sapi sing dimasak ing saus sing sugih rempah-rempah karo bubuk ketumbar.",,,,,,,
"Kados pundi caranipun masak Konro, sajian iga sapi ingkang misuwur ing Makassar, ngantos empuk, lan kados pundi ciri-ciri saosipun?","Konro, sajian iga sapi sing dimasak nganti alus ing saus pedhes, uga misuwur ing Makassar.",,,,,,,
"Apa prabédan antarane Konro lan Konro Sup, lan carane Konro Sup dilayani?","Sup Konro, variasi saka masakan konro, yaiku sop kenthel kanthi iga sapi sing enak sing disuguhake karo sega.",,,,,,,
"Apa sing dadi komponen utama sajian Sop Brother, lan kepiye carane nyiyapake ketupat?",Sop sedulur yaiku panganan sup daging sapi sing digawe saka sumsum balung daging sapi sing enak lan disuguhake karo ketupat.,,,,,,,
"Apa sing ndadekake Pallubasa dadi sajian sup khas Makassar, lan apa bahan utama?",Pallubasa minangka sajian sup khas Makassar sing digawe saka daging sapi lan jeroan sing dimasak nganggo santen lan rempah-rempah.,,,,,,,
"Kepiye cara nyiapake Mie Kering Makassar, lan apa bahan sing digunakake ing saos pedhes?","Mie Kering Makassar yaiku mie kuning sing disuguhake karo potongan ayam, udang lan endhog lan saos pedhes.",,,,,,,
"Apa sing mbedakake Konro Bakar karo masakan iga sapi liyane, lan saus bumbu khusus apa sing digunakake?","Konro bakar, iga sapi dibakar lan disajikake karo bumbu khas, dadi panganan enak sing kerep ditemokake ing Makassar.",,,,,,,
"Piyé Pisang Epe digawé, lan apa sing dadi panganan cuci mulut sing populer?",Banana epe minangka panganan cuci mulut populer sing digawe saka gedhang tumbuk lan disuguhake karo saus manis.,,,,,,,
"Apa sing ndadekake Ayam Taliwang, kuliner khas Nusa Tenggara Timur?",Kuliner khas Nusa Tenggara Timur kayata Ayam Taliwang nduweni rasa pedhes sing nyenengake.,,,,,,,
Apa panganan tradisional Papua sing digawe saka sagu?,Panganan tradisional Papua kayata Papeda digawe saka sagu lan kenthel banget.,,,,,,,
Apa sing ndadekake Kari Daging Sapi misuwur ing Nusa Tenggara Barat?,Nusa Tenggara Barat terkenal dengan Kari Daging Sapi yang enak dimasak dengan bumbu spesial.,,,,,,,
Apa sing ndadekake Ikan Bakar dadi masakan khas Timor Timur?,Panganan khas Timor yaiku iwak bakar sing enak sing disuguhake karo sambal pedhes.,,,,,,,
Apa sing ndadekake candied pepaya Bali dadi nggodho?,"Pepaya manisan Bali sing asring ditemokake ing NTT, nduweni rasa manis sing nggodha.",,,,,,,
Panganan khas Nusa Tenggara Timur apa sing bisa diarani cemilan populer?,Sate Maranggi saka NTT minangka jajanan populer sing ngemot daging sapi panggang.,,,,,,,
Kadospundi anggenipun nyawisaken ragam basa Bali?,"Orak-Arik Bali sing asring disedhiyakake ing Nusa Tenggara Barat, disuguhake kanthi nggabungake endhog lan sayuran ing sajian sing enak.",,,,,,,
Apa rasa Rendang khas Minangkabau?,Rendang khas Minangkabau sing disajikake ing NTT nggabungake rasa pedhes lan gurih.,,,,,,,
Apa jajanan garing sing populer khas Nusa Tenggara Barat?,Sagu Lempeng saka NTB minangka jajanan garing sing populer digawe kanthi bahan utama sagu lan klapa.,,,,,,,
Apa sing ndadekake daging Iwak Saus Kuning empuk?,Iwak Saus Kuning ya iku panganan laut sing nglambangaké masakan tradhisional Papua.Iwak sing dipigunakaké umumé nggunakké iwak sing sisik kandel lan daging kenyal saéngga nalika dimasak daging iwak duwé tekstur sing alus.,,,,,,,
Nalika wektu sing tepat kanggo janjian Papeda?,"Papeda saka Papua minangka panganan pokok sing akeh banget, utamane ing wayah esuk.",,,,,,,
Apa sing nggawe resep kari ayam sing enak?,Resep kari ayam sing enak biasane nggunakake kombinasi macem-macem rempah-rempah khas Indonesia lan disuguhake karo sega putih anget.,,,,,,,
Apa menu sarapan favoritmu di Nusa Tenggara Barat?,Bubur Manado pedas merupakan menu sarapan favorit di Nusa Tenggara Barat.,,,,,,,
"Masakan apa saka Kupang sing populer banget, utamane kanggo nedha bengi?","Iwak Bakar Kupang minangka panganan laut sing populer banget, utamane kanggo nedha bengi.",,,,,,,
Apa wedang Bali sing seger banget?,Es Kelapa Muda Bali minangka ombenan sing nyegerake sing cocok kanggo cuaca panas Nusa Tenggara Timur.,,,,,,,
Panganan tradisional Bali apa sing ngandhut gula abang?,"Kue Klepon, panganan tradisional Bali, nduweni isi gula abang sing manis.",,,,,,,
Apa rasa lan tekstur Ikan Kakap Goreng?,Ikan Kakap Goreng saka Nusa Tenggara Barat minangka panganan laut sing enak lan renyah.,,,,,,,
Piye rasane Sate Taican?,Kuliner khas Nusa Tenggara Timur kayata Sate Taican nduweni rasa pedhes sing unik.,,,,,,,
Apa cemilan renyah sing asring disuguhake ing Nusa Tenggara Barat?,Kacang goreng sing renyah kerep dadi jajanan ing Nusa Tenggara Barat.,,,,,,,
Ombenan es apa panganan seger saka Bali?,Es Campur Bali minangka panganan cuci mulut sing seger lan macem-macem kanthi akeh bahan.,,,,,,,
Apa bahan baku gawe Soto Banjar?,Soto Banjar yaiku panganan khas Kalimantan Selatan sing digawe saka daging sapi sing empuk lan saos sing enak.,,,,,,,
Apa bahan baku gawe Ketupat Kandangan?,Ketupat Kandangan saka Kalimantan Selatan ya iku panganan tradhisional kang digawé saka ketupat lan disajikake karo sambel kacang sing sugih rempah-rempah.,,,,,,,
Apa sing nggawe Sambal Lado Mudo dadi pedhes?,"Panganan khas Kalimantan Barat, kayata Sambal Lado Mudo, nduweni rasa pedhes banget amarga digawe saka lombok enom.",,,,,,,
Apa bahan dhasar kanggo nggawe Lemang?,"Lemang minangka panganan populer saka Kalimantan Timur, digawe saka ketan sing dipanggang ing pring kanthi rasa gurih.",,,,,,,
Piye rasane masakan tradisional saka Manuk Lada?,Panganan tradisional Kalimantan Utara kayata Manuk Lada yaiku panganan pitik pedhes sing disuguhake karo bumbu mrica ireng.,,,,,,,
Piye rasane masakan khas Kalimantan Tengah Teri Medan?,"Teri Medan, panganan khas Kalimantan Tengah, yaiku iwak teri goreng garing kanthi rasa asin sing kuat.",,,,,,,
Apa panganan laut saka Kalimantan Timur sing rasane gurih?,"Kerang, panganan laut sing asring ditemokake ing Kalimantan Timur, nduweni rasa gurih lan tekstur sing renyah.",,,,,,,
Apa bahan dhasar kanggo nggawe Iwak Mangut?,Iwak Mangut ya iku panganan sup saka Kalimantan Tengah kanthi rasa gurih saka santen lan rempah-rempah.,,,,,,,
Apa wae bahan dhasar kanggo nggawe panganan tradisional Pulut Panggang?,"Pulut Panggang, panganan khas Kalimantan Barat sing digawe saka ketan panggang kanthi rasa manis lan gurih.",,,,,,,
Apa bahan dasar panganan khas Kalimantan Utara Kelupis?,Panganan khas Kalimantan Utara kayata Kelupis yaiku ketupat sing dibungkus godhong gedhang sing diisi gula abang.,,,,,,,
Apa jeneng panganan iwak asam saka Kalimantan Timur?,Iwak pindang ya iku panganan iwak asem asal Kalimantan Timur sing rasané asem seger.,,,,,,,
Apa panganan khas Aceh sing digawe saka mi lan daging sapi?,Mie Aceh iku panganan khas Aceh sing isine mie pedhes karo daging sapi.,,,,,,,
Apa panganan sing legi sing digawe saka singkong lan gula klapa sing disedhiyakake ing pesta pernikahan ing Jawa Barat,"Gethuk lindri ya iku panganan legi saka Jawa Kulon sing digawé saka singkong lan gula klapa, biyasané wujudé kaya lindri utawa lonceng.",,,,,,,
Apa bahan utama gawe pempek?,"Bahan utama ing pempek yaiku iwak (mackerel utawa belida), glepung sagu, uyah lan bawang putih.",,,,,,,
Apa sing dimaksud serabi ing kuliner Jawa?,Serabi ya iku jajanan tipis sing digawé saka glepung beras sing digorèng lan biasa disuguhi karo gula klapa.,,,,,,,
Apa sing dimaksud lumpia ing kuliner Indonesia?,"Lumpia ya iku panganan kang padha karo lumpia Semarang, ya iku sajinis gulungan sayuran utawa daging ing kulit lumpia sing digoreng.",,,,,,,
Apa panganan khas Bali sing digawe saka gedhang lan klapa?,Dadar roll ya iku panganan cuci mulut Bali sing digawé saka pancake ijo sing diisi klapa lan gula abang.,,,,,,,
Saka ngendi asale es pisang ijo?,"Es pisang ijo asale saka wilayah Sulawesi, tepate ing Makassar",,,,,,,
"Apa jenenge jajanan sing isine mayo, endhog, sosis sing biasane didol ing pasar?","Jajanan sing misuwur didol ing pasar sing isine mayo, sosis lan endhog yaiku risol mayo",,,,,,,
Apa panganan khas Pekanbaru?,Mie sagu mujudake panganan khas Pekanbaru sing cocok kanggo oleh-oleh,,,,,,,
Ngendi asale saka Ice Doger?,Cirebon iku kutha kang nglairake wedang es doger,,,,,,,
Apa jenenge panganan khas Papua?,Papua duwe panganan khusus sing diarani papeda,,,,,,,
